fecha;provincia;camas_habilitadas_uci;camas_ocupadas_covid_uci
01/10/2021;Segovia;31;2
01/10/2021;León;56;5
01/10/2021;Valladolid;0;0
01/10/2021;Ávila;18;1
01/10/2021;Burgos;45;3
01/10/2021;Burgos;0;0
01/10/2021;Burgos;0;0
01/10/2021;León;14;0
01/10/2021;Palencia;20;2
01/10/2021;Soria;14;2
01/10/2021;Valladolid;66;5
01/10/2021;Valladolid;0;0
01/10/2021;Valladolid;34;6
01/10/2021;Zamora;19;1
30/09/2021;Ávila;18;1
30/09/2021;Salamanca;54;3
30/09/2021;Segovia;31;2
30/09/2021;Burgos;45;4
30/09/2021;Burgos;0;0
30/09/2021;León;14;0
30/09/2021;Valladolid;66;6
30/09/2021;Valladolid;0;0
30/09/2021;Zamora;19;1
30/09/2021;Burgos;0;0
30/09/2021;Soria;14;2
30/09/2021;León;56;5
30/09/2021;Palencia;20;2
30/09/2021;Valladolid;0;0
30/09/2021;Valladolid;34;6
29/09/2021;Burgos;0;0
29/09/2021;León;14;0
29/09/2021;Soria;14;2
29/09/2021;Valladolid;66;5
29/09/2021;Zamora;19;1
29/09/2021;Ávila;18;1
29/09/2021;Burgos;45;5
29/09/2021;Salamanca;54;4
29/09/2021;Burgos;0;0
29/09/2021;León;56;5
29/09/2021;Valladolid;0;0
29/09/2021;Palencia;20;2
29/09/2021;Segovia;31;3
29/09/2021;Valladolid;0;0
29/09/2021;Valladolid;34;6
28/09/2021;Burgos;0;0
28/09/2021;Segovia;31;2
28/09/2021;Valladolid;66;6
28/09/2021;Valladolid;0;0
28/09/2021;León;14;0
28/09/2021;Palencia;20;2
28/09/2021;Salamanca;54;4
28/09/2021;Valladolid;0;0
28/09/2021;Valladolid;34;6
28/09/2021;Burgos;0;0
28/09/2021;Soria;14;2
28/09/2021;Ávila;18;1
28/09/2021;Burgos;45;6
28/09/2021;León;56;5
28/09/2021;Zamora;19;1
27/09/2021;Burgos;45;6
27/09/2021;Burgos;0;0
27/09/2021;León;14;0
27/09/2021;Valladolid;33;6
27/09/2021;Zamora;19;1
27/09/2021;Ávila;18;1
27/09/2021;Valladolid;66;7
27/09/2021;Burgos;0;0
27/09/2021;León;56;6
27/09/2021;Segovia;31;2
27/09/2021;Palencia;20;2
27/09/2021;Salamanca;53;4
27/09/2021;Soria;14;2
27/09/2021;Valladolid;0;0
27/09/2021;Valladolid;0;0
26/09/2021;León;14;0
26/09/2021;Ávila;18;1
26/09/2021;León;56;6
26/09/2021;Salamanca;53;4
26/09/2021;Valladolid;33;6
26/09/2021;Valladolid;0;0
26/09/2021;Burgos;45;6
26/09/2021;Valladolid;0;0
26/09/2021;Zamora;19;2
26/09/2021;Burgos;0;0
26/09/2021;Burgos;0;0
26/09/2021;Palencia;20;2
26/09/2021;Segovia;31;2
26/09/2021;Soria;14;2
26/09/2021;Valladolid;66;7
25/09/2021;Burgos;45;6
25/09/2021;León;14;0
25/09/2021;Zamora;19;1
25/09/2021;Ávila;18;2
25/09/2021;Burgos;0;0
25/09/2021;Burgos;0;0
25/09/2021;Salamanca;53;4
25/09/2021;Soria;14;2
25/09/2021;Valladolid;33;6
25/09/2021;Valladolid;0;0
25/09/2021;León;56;6
25/09/2021;Palencia;20;2
25/09/2021;Segovia;31;2
25/09/2021;Valladolid;66;7
25/09/2021;Valladolid;0;0
24/09/2021;Burgos;0;0
24/09/2021;Burgos;0;0
24/09/2021;Palencia;20;2
24/09/2021;Valladolid;0;0
24/09/2021;Valladolid;0;0
24/09/2021;León;56;6
24/09/2021;Salamanca;53;4
24/09/2021;Valladolid;33;6
24/09/2021;Zamora;19;1
24/09/2021;Ávila;18;2
24/09/2021;Burgos;45;6
24/09/2021;León;14;0
24/09/2021;Segovia;31;2
24/09/2021;Soria;14;2
24/09/2021;Valladolid;66;7
23/09/2021;Ávila;18;2
23/09/2021;Burgos;45;6
23/09/2021;Burgos;0;0
23/09/2021;Palencia;20;2
23/09/2021;Valladolid;66;7
23/09/2021;Valladolid;33;6
23/09/2021;Burgos;0;0
23/09/2021;Valladolid;0;0
23/09/2021;Valladolid;0;0
23/09/2021;Zamora;19;1
23/09/2021;León;56;7
23/09/2021;León;14;0
23/09/2021;Salamanca;53;4
23/09/2021;Segovia;31;1
23/09/2021;Soria;14;2
22/09/2021;Ávila;18;2
22/09/2021;Burgos;0;0
22/09/2021;León;14;0
22/09/2021;Segovia;31;2
22/09/2021;Valladolid;33;6
22/09/2021;Valladolid;0;0
22/09/2021;Burgos;45;6
22/09/2021;Salamanca;55;4
22/09/2021;Valladolid;66;7
22/09/2021;Zamora;19;1
22/09/2021;León;56;7
22/09/2021;Palencia;20;2
22/09/2021;Soria;14;2
22/09/2021;Burgos;0;0
22/09/2021;Valladolid;0;0
21/09/2021;Burgos;0;0
21/09/2021;Burgos;0;0
21/09/2021;León;14;0
21/09/2021;Palencia;20;2
21/09/2021;Valladolid;66;7
21/09/2021;Valladolid;0;0
21/09/2021;Valladolid;34;6
21/09/2021;Valladolid;0;0
21/09/2021;Burgos;45;7
21/09/2021;Salamanca;55;4
21/09/2021;Segovia;31;2
21/09/2021;Soria;14;2
21/09/2021;Ávila;18;2
21/09/2021;León;56;7
21/09/2021;Zamora;19;1
20/09/2021;Ávila;18;4
20/09/2021;Burgos;45;7
20/09/2021;Burgos;0;0
20/09/2021;Burgos;0;0
20/09/2021;León;56;7
20/09/2021;Palencia;20;2
20/09/2021;Salamanca;55;4
20/09/2021;León;14;0
20/09/2021;Segovia;31;2
20/09/2021;Zamora;19;1
20/09/2021;Soria;14;2
20/09/2021;Valladolid;0;0
20/09/2021;Valladolid;66;8
20/09/2021;Valladolid;0;0
20/09/2021;Valladolid;34;6
19/09/2021;Ávila;18;4
19/09/2021;Burgos;45;7
19/09/2021;Burgos;0;0
19/09/2021;León;14;0
19/09/2021;Palencia;20;2
19/09/2021;Salamanca;55;4
19/09/2021;Valladolid;66;9
19/09/2021;Valladolid;33;6
19/09/2021;León;56;7
19/09/2021;Valladolid;0;0
19/09/2021;Valladolid;0;0
19/09/2021;Burgos;0;0
19/09/2021;Segovia;31;2
19/09/2021;Soria;14;2
19/09/2021;Zamora;19;2
18/09/2021;Ávila;18;4
18/09/2021;Burgos;45;7
18/09/2021;León;56;7
18/09/2021;Valladolid;0;0
18/09/2021;Valladolid;0;0
18/09/2021;Soria;14;2
18/09/2021;León;14;0
18/09/2021;Palencia;20;2
18/09/2021;Valladolid;66;9
18/09/2021;Valladolid;32;7
18/09/2021;Zamora;19;2
18/09/2021;Burgos;0;0
18/09/2021;Burgos;0;0
18/09/2021;Salamanca;55;6
18/09/2021;Segovia;31;2
17/09/2021;Ávila;18;4
17/09/2021;Burgos;0;0
17/09/2021;León;14;0
17/09/2021;Salamanca;55;6
17/09/2021;Valladolid;0;0
17/09/2021;Burgos;45;8
17/09/2021;León;56;7
17/09/2021;Valladolid;66;8
17/09/2021;Valladolid;0;0
17/09/2021;Burgos;0;0
17/09/2021;Palencia;20;2
17/09/2021;Segovia;31;2
17/09/2021;Soria;14;2
17/09/2021;Valladolid;32;7
17/09/2021;Zamora;19;3
16/09/2021;León;56;7
16/09/2021;León;14;0
16/09/2021;Salamanca;55;7
16/09/2021;Segovia;31;2
16/09/2021;Soria;14;2
16/09/2021;Valladolid;0;0
16/09/2021;Ávila;18;3
16/09/2021;Burgos;0;0
16/09/2021;Burgos;0;0
16/09/2021;Palencia;20;2
16/09/2021;Valladolid;0;0
16/09/2021;Zamora;19;3
16/09/2021;Burgos;45;9
16/09/2021;Valladolid;66;10
16/09/2021;Valladolid;32;7
15/09/2021;Burgos;0;0
15/09/2021;Burgos;0;0
15/09/2021;León;14;1
15/09/2021;Segovia;31;2
15/09/2021;Valladolid;66;9
15/09/2021;Valladolid;0;0
15/09/2021;Valladolid;32;7
15/09/2021;Ávila;18;3
15/09/2021;Salamanca;55;7
15/09/2021;Valladolid;0;0
15/09/2021;Burgos;45;8
15/09/2021;León;56;8
15/09/2021;Palencia;20;2
15/09/2021;Soria;14;2
15/09/2021;Zamora;19;3
14/09/2021;Ávila;18;3
14/09/2021;Burgos;45;8
14/09/2021;Burgos;0;0
14/09/2021;León;56;8
14/09/2021;León;14;1
14/09/2021;Salamanca;55;7
14/09/2021;Soria;14;2
14/09/2021;Valladolid;0;0
14/09/2021;Zamora;19;3
14/09/2021;Palencia;20;4
14/09/2021;Segovia;31;2
14/09/2021;Valladolid;66;9
14/09/2021;Valladolid;0;0
14/09/2021;Burgos;0;0
14/09/2021;Valladolid;32;7
13/09/2021;Segovia;31;2
13/09/2021;Soria;14;2
13/09/2021;Valladolid;66;9
13/09/2021;Valladolid;32;8
13/09/2021;Ávila;18;3
13/09/2021;León;14;1
13/09/2021;León;56;8
13/09/2021;Salamanca;55;7
13/09/2021;Palencia;20;5
13/09/2021;Valladolid;0;0
13/09/2021;Burgos;45;8
13/09/2021;Burgos;0;0
13/09/2021;Burgos;0;0
13/09/2021;Valladolid;0;0
13/09/2021;Zamora;19;2
12/09/2021;Valladolid;32;9
12/09/2021;Valladolid;0;0
12/09/2021;Burgos;0;0
12/09/2021;Ávila;18;3
12/09/2021;León;14;1
12/09/2021;Valladolid;66;9
12/09/2021;Valladolid;0;0
12/09/2021;Zamora;19;2
12/09/2021;Burgos;45;8
12/09/2021;Burgos;0;0
12/09/2021;León;56;9
12/09/2021;Palencia;20;5
12/09/2021;Salamanca;55;7
12/09/2021;Segovia;31;2
12/09/2021;Soria;14;2
11/09/2021;Burgos;45;8
11/09/2021;Salamanca;55;7
11/09/2021;Valladolid;0;0
11/09/2021;Ávila;18;3
11/09/2021;Burgos;0;0
11/09/2021;Palencia;20;5
11/09/2021;Valladolid;0;0
11/09/2021;León;56;9
11/09/2021;León;14;1
11/09/2021;Zamora;19;2
11/09/2021;Segovia;31;2
11/09/2021;Valladolid;32;9
11/09/2021;Burgos;0;0
11/09/2021;Soria;14;2
11/09/2021;Valladolid;66;10
10/09/2021;Burgos;45;9
10/09/2021;León;14;1
10/09/2021;Valladolid;32;9
10/09/2021;Palencia;20;5
10/09/2021;Soria;14;2
10/09/2021;Valladolid;0;0
10/09/2021;Valladolid;66;10
10/09/2021;Salamanca;55;7
10/09/2021;Segovia;31;2
10/09/2021;Zamora;19;2
10/09/2021;Ávila;18;2
10/09/2021;Burgos;0;0
10/09/2021;Burgos;0;0
10/09/2021;León;56;9
10/09/2021;Valladolid;0;0
09/09/2021;Palencia;20;7
09/09/2021;Salamanca;55;7
09/09/2021;Valladolid;66;12
09/09/2021;Valladolid;0;0
09/09/2021;Valladolid;0;0
09/09/2021;Burgos;0;0
09/09/2021;León;56;11
09/09/2021;Segovia;31;3
09/09/2021;Burgos;45;9
09/09/2021;Valladolid;32;9
09/09/2021;Ávila;18;2
09/09/2021;Burgos;0;0
09/09/2021;León;14;1
09/09/2021;Soria;14;2
09/09/2021;Zamora;19;2
08/09/2021;Valladolid;66;11
08/09/2021;Palencia;20;7
08/09/2021;Salamanca;55;6
08/09/2021;Segovia;31;3
08/09/2021;Valladolid;0;0
08/09/2021;Valladolid;0;0
08/09/2021;Ávila;18;1
08/09/2021;Burgos;45;9
08/09/2021;Burgos;0;0
08/09/2021;Soria;14;2
08/09/2021;Valladolid;32;8
08/09/2021;Burgos;0;0
08/09/2021;León;56;11
08/09/2021;León;14;1
08/09/2021;Zamora;19;2
07/09/2021;Burgos;45;8
07/09/2021;Burgos;0;0
07/09/2021;León;14;1
07/09/2021;Salamanca;55;5
07/09/2021;Valladolid;0;0
07/09/2021;Zamora;19;3
07/09/2021;Ávila;18;1
07/09/2021;Burgos;0;0
07/09/2021;Segovia;31;3
07/09/2021;Soria;14;2
07/09/2021;Valladolid;32;8
07/09/2021;Valladolid;0;0
07/09/2021;León;56;11
07/09/2021;Palencia;20;7
07/09/2021;Valladolid;66;11
06/09/2021;Burgos;0;0
06/09/2021;Salamanca;55;5
06/09/2021;Palencia;20;7
06/09/2021;Valladolid;66;12
06/09/2021;Valladolid;0;0
06/09/2021;Valladolid;32;8
06/09/2021;Ávila;18;2
06/09/2021;Burgos;0;0
06/09/2021;Segovia;31;3
06/09/2021;Burgos;45;8
06/09/2021;León;14;2
06/09/2021;Soria;14;2
06/09/2021;Valladolid;0;0
06/09/2021;León;56;11
06/09/2021;Zamora;19;3
05/09/2021;Burgos;0;0
05/09/2021;Segovia;31;3
05/09/2021;Burgos;0;0
05/09/2021;Soria;14;2
05/09/2021;Valladolid;0;0
05/09/2021;Valladolid;32;8
05/09/2021;Ávila;18;2
05/09/2021;León;14;2
05/09/2021;Salamanca;55;3
05/09/2021;Valladolid;0;0
05/09/2021;Burgos;45;7
05/09/2021;León;56;10
05/09/2021;Palencia;20;7
05/09/2021;Valladolid;66;9
05/09/2021;Zamora;19;3
04/09/2021;Ávila;18;2
04/09/2021;Burgos;45;8
04/09/2021;León;14;2
04/09/2021;Palencia;20;7
04/09/2021;Salamanca;55;3
04/09/2021;Valladolid;32;9
04/09/2021;Valladolid;0;0
04/09/2021;Zamora;19;3
04/09/2021;Burgos;0;0
04/09/2021;León;56;10
04/09/2021;Valladolid;0;0
04/09/2021;Burgos;0;0
04/09/2021;Segovia;31;3
04/09/2021;Soria;14;2
04/09/2021;Valladolid;66;9
03/09/2021;León;14;2
03/09/2021;Segovia;31;4
03/09/2021;Valladolid;66;9
03/09/2021;Valladolid;32;10
03/09/2021;Ávila;18;2
03/09/2021;Salamanca;55;3
03/09/2021;Valladolid;0;0
03/09/2021;Valladolid;0;0
03/09/2021;Zamora;19;3
03/09/2021;Burgos;0;0
03/09/2021;León;56;8
03/09/2021;Soria;14;2
03/09/2021;Burgos;45;9
03/09/2021;Burgos;0;0
03/09/2021;Palencia;20;7
02/09/2021;Ávila;18;2
02/09/2021;Burgos;45;9
02/09/2021;Burgos;0;0
02/09/2021;Palencia;20;7
02/09/2021;Soria;14;2
02/09/2021;Valladolid;0;0
02/09/2021;Valladolid;32;10
02/09/2021;Zamora;19;3
02/09/2021;Salamanca;55;3
02/09/2021;Burgos;0;0
02/09/2021;León;56;7
02/09/2021;León;14;2
02/09/2021;Segovia;31;4
02/09/2021;Valladolid;66;9
02/09/2021;Valladolid;0;0
01/09/2021;Burgos;45;9
01/09/2021;León;14;2
01/09/2021;Segovia;31;4
01/09/2021;Valladolid;66;9
01/09/2021;Valladolid;0;0
01/09/2021;Valladolid;0;0
01/09/2021;Burgos;0;0
01/09/2021;Valladolid;32;10
01/09/2021;Ávila;18;2
01/09/2021;Palencia;20;7
01/09/2021;Burgos;0;0
01/09/2021;León;56;8
01/09/2021;Salamanca;55;3
01/09/2021;Soria;14;2
01/09/2021;Zamora;19;3
31/08/2021;Palencia;20;7
31/08/2021;Segovia;31;4
31/08/2021;Valladolid;0;0
31/08/2021;León;14;2
31/08/2021;Soria;14;2
31/08/2021;Valladolid;66;9
31/08/2021;Zamora;19;3
31/08/2021;Ávila;18;3
31/08/2021;Salamanca;55;2
31/08/2021;Burgos;45;9
31/08/2021;Burgos;0;0
31/08/2021;Burgos;0;0
31/08/2021;León;56;9
31/08/2021;Valladolid;32;9
31/08/2021;Valladolid;0;0
30/08/2021;Burgos;45;10
30/08/2021;Burgos;0;0
30/08/2021;León;56;9
30/08/2021;León;14;2
30/08/2021;Valladolid;0;0
30/08/2021;Valladolid;0;0
30/08/2021;Salamanca;55;2
30/08/2021;Valladolid;32;9
30/08/2021;Ávila;18;3
30/08/2021;Soria;14;2
30/08/2021;Valladolid;66;10
30/08/2021;Burgos;0;0
30/08/2021;Palencia;20;7
30/08/2021;Segovia;31;4
30/08/2021;Zamora;19;3
29/08/2021;Burgos;45;8
29/08/2021;León;56;9
29/08/2021;Salamanca;55;2
29/08/2021;Soria;14;3
29/08/2021;Valladolid;32;9
29/08/2021;Valladolid;66;9
29/08/2021;Valladolid;0;0
29/08/2021;Palencia;20;7
29/08/2021;Segovia;31;4
29/08/2021;Ávila;18;2
29/08/2021;Burgos;0;0
29/08/2021;Burgos;0;0
29/08/2021;León;14;3
29/08/2021;Valladolid;0;0
29/08/2021;Zamora;19;5
28/08/2021;Burgos;45;9
28/08/2021;Burgos;0;0
28/08/2021;Palencia;20;7
28/08/2021;Valladolid;66;9
28/08/2021;Valladolid;0;0
28/08/2021;Valladolid;0;0
28/08/2021;Zamora;19;5
28/08/2021;Ávila;18;2
28/08/2021;Valladolid;32;9
28/08/2021;León;14;3
28/08/2021;Salamanca;55;2
28/08/2021;Soria;14;3
28/08/2021;Burgos;0;0
28/08/2021;León;56;9
28/08/2021;Segovia;31;4
27/08/2021;Burgos;45;9
27/08/2021;León;56;9
27/08/2021;Valladolid;66;10
27/08/2021;Valladolid;0;0
27/08/2021;Palencia;20;7
27/08/2021;Salamanca;55;3
27/08/2021;Soria;14;3
27/08/2021;Valladolid;0;0
27/08/2021;Ávila;18;2
27/08/2021;Burgos;0;0
27/08/2021;Burgos;0;0
27/08/2021;León;14;5
27/08/2021;Segovia;31;5
27/08/2021;Valladolid;32;9
27/08/2021;Zamora;19;5
26/08/2021;Ávila;18;2
26/08/2021;Burgos;45;10
26/08/2021;Burgos;0;0
26/08/2021;León;56;9
26/08/2021;Palencia;20;7
26/08/2021;León;14;5
26/08/2021;Valladolid;32;9
26/08/2021;Burgos;0;0
26/08/2021;Salamanca;55;3
26/08/2021;Soria;14;3
26/08/2021;Valladolid;0;0
26/08/2021;Zamora;19;5
26/08/2021;Segovia;31;5
26/08/2021;Valladolid;66;10
26/08/2021;Valladolid;0;0
25/08/2021;León;14;6
25/08/2021;Soria;14;3
25/08/2021;Valladolid;0;0
25/08/2021;Burgos;45;9
25/08/2021;León;56;9
25/08/2021;Palencia;20;7
25/08/2021;Valladolid;66;9
25/08/2021;Burgos;0;0
25/08/2021;Ávila;18;3
25/08/2021;Burgos;0;0
25/08/2021;Salamanca;55;3
25/08/2021;Segovia;31;5
25/08/2021;Valladolid;32;11
25/08/2021;Valladolid;0;0
25/08/2021;Zamora;19;5
24/08/2021;Burgos;0;0
24/08/2021;León;56;7
24/08/2021;León;14;6
24/08/2021;Palencia;20;8
24/08/2021;Soria;14;3
24/08/2021;Valladolid;66;10
24/08/2021;Burgos;0;0
24/08/2021;Salamanca;55;3
24/08/2021;Segovia;31;5
24/08/2021;Valladolid;0;0
24/08/2021;Ávila;18;3
24/08/2021;Valladolid;32;10
24/08/2021;Burgos;45;9
24/08/2021;Valladolid;0;0
24/08/2021;Zamora;19;5
23/08/2021;Burgos;45;12
23/08/2021;Valladolid;0;0
23/08/2021;Valladolid;0;0
23/08/2021;Burgos;0;0
23/08/2021;León;56;8
23/08/2021;Salamanca;55;4
23/08/2021;Soria;14;3
23/08/2021;Zamora;19;4
23/08/2021;Ávila;18;4
23/08/2021;Burgos;0;0
23/08/2021;León;14;6
23/08/2021;Valladolid;66;11
23/08/2021;Palencia;20;8
23/08/2021;Segovia;31;7
23/08/2021;Valladolid;32;11
21/08/2021;Burgos;0;0
21/08/2021;León;14;5
21/08/2021;Salamanca;55;5
21/08/2021;Segovia;31;7
21/08/2021;Soria;14;3
21/08/2021;León;56;8
21/08/2021;Valladolid;0;0
21/08/2021;Zamora;19;4
21/08/2021;Valladolid;66;9
21/08/2021;Valladolid;0;0
21/08/2021;Ávila;18;4
21/08/2021;Burgos;45;12
21/08/2021;Burgos;0;0
21/08/2021;Palencia;20;6
21/08/2021;Valladolid;32;11
20/08/2021;León;56;9
20/08/2021;Soria;14;3
20/08/2021;Valladolid;66;9
20/08/2021;León;14;5
20/08/2021;Palencia;20;7
20/08/2021;Valladolid;32;11
20/08/2021;Zamora;19;4
20/08/2021;Valladolid;0;0
20/08/2021;Valladolid;0;0
20/08/2021;Ávila;18;6
20/08/2021;Burgos;45;12
20/08/2021;Burgos;0;0
20/08/2021;Burgos;0;0
20/08/2021;Salamanca;55;6
20/08/2021;Segovia;31;7
19/08/2021;Burgos;45;13
19/08/2021;Burgos;0;0
19/08/2021;Burgos;0;0
19/08/2021;León;56;9
19/08/2021;Segovia;31;6
19/08/2021;Soria;14;2
19/08/2021;Valladolid;0;0
19/08/2021;Valladolid;32;12
19/08/2021;León;14;5
19/08/2021;Palencia;20;7
19/08/2021;Valladolid;66;9
19/08/2021;Zamora;19;4
19/08/2021;Ávila;18;6
19/08/2021;Salamanca;55;6
19/08/2021;Valladolid;0;0
18/08/2021;Ávila;18;6
18/08/2021;Burgos;0;0
18/08/2021;León;56;8
18/08/2021;León;14;5
18/08/2021;Salamanca;54;5
18/08/2021;Segovia;31;6
18/08/2021;Soria;14;1
18/08/2021;Valladolid;0;0
18/08/2021;Valladolid;0;0
18/08/2021;Burgos;45;13
18/08/2021;Burgos;0;0
18/08/2021;Palencia;20;9
18/08/2021;Valladolid;66;10
18/08/2021;Valladolid;32;12
18/08/2021;Zamora;19;4
17/08/2021;Ávila;18;6
17/08/2021;León;56;7
17/08/2021;Palencia;20;11
17/08/2021;Valladolid;32;13
17/08/2021;Burgos;0;0
17/08/2021;Salamanca;54;5
17/08/2021;Soria;14;3
17/08/2021;Valladolid;66;10
17/08/2021;Valladolid;0;0
17/08/2021;Zamora;19;5
17/08/2021;Burgos;49;14
17/08/2021;Burgos;0;0
17/08/2021;León;17;5
17/08/2021;Segovia;31;6
17/08/2021;Valladolid;0;0
16/08/2021;Burgos;49;16
16/08/2021;Segovia;31;6
16/08/2021;Ávila;18;6
16/08/2021;Zamora;19;3
16/08/2021;Burgos;0;0
16/08/2021;Burgos;0;0
16/08/2021;León;56;7
16/08/2021;Salamanca;54;5
16/08/2021;Soria;14;4
16/08/2021;Valladolid;66;8
16/08/2021;Valladolid;0;0
16/08/2021;Valladolid;32;13
16/08/2021;Valladolid;0;0
16/08/2021;León;17;6
16/08/2021;Palencia;20;11
15/08/2021;León;56;7
15/08/2021;León;17;6
15/08/2021;Valladolid;0;0
15/08/2021;Zamora;19;2
15/08/2021;Burgos;49;16
15/08/2021;Burgos;0;0
15/08/2021;Ávila;18;6
15/08/2021;Burgos;0;0
15/08/2021;Salamanca;54;4
15/08/2021;Soria;14;4
15/08/2021;Palencia;20;11
15/08/2021;Segovia;31;7
15/08/2021;Valladolid;66;9
15/08/2021;Valladolid;32;13
15/08/2021;Valladolid;0;0
14/08/2021;Burgos;0;0
14/08/2021;Burgos;0;0
14/08/2021;León;17;5
14/08/2021;Palencia;20;11
14/08/2021;Soria;14;4
14/08/2021;Valladolid;66;10
14/08/2021;Valladolid;0;0
14/08/2021;Burgos;49;18
14/08/2021;León;56;7
14/08/2021;Salamanca;54;3
14/08/2021;Valladolid;32;13
14/08/2021;Valladolid;0;0
14/08/2021;Zamora;19;3
14/08/2021;Ávila;18;6
14/08/2021;Segovia;31;6
13/08/2021;Burgos;0;0
13/08/2021;León;56;7
13/08/2021;León;17;6
13/08/2021;Valladolid;0;0
13/08/2021;Burgos;49;18
13/08/2021;Segovia;31;5
13/08/2021;Soria;14;5
13/08/2021;Valladolid;66;11
13/08/2021;Zamora;19;4
13/08/2021;Ávila;18;6
13/08/2021;Burgos;0;0
13/08/2021;Palencia;20;11
13/08/2021;Salamanca;53;4
13/08/2021;Valladolid;32;13
13/08/2021;Valladolid;0;0
12/08/2021;Burgos;0;0
12/08/2021;León;12;7
12/08/2021;Palencia;20;11
12/08/2021;Valladolid;32;14
12/08/2021;Ávila;18;6
12/08/2021;León;56;7
12/08/2021;Segovia;31;4
12/08/2021;Zamora;19;3
12/08/2021;Burgos;49;18
12/08/2021;Burgos;0;0
12/08/2021;Salamanca;53;4
12/08/2021;Soria;14;5
12/08/2021;Valladolid;66;12
12/08/2021;Valladolid;0;0
12/08/2021;Valladolid;0;0
11/08/2021;León;56;6
11/08/2021;Zamora;19;3
11/08/2021;Palencia;20;11
11/08/2021;Salamanca;53;4
11/08/2021;Soria;14;5
11/08/2021;Valladolid;66;11
11/08/2021;Ávila;18;4
11/08/2021;Burgos;45;20
11/08/2021;Burgos;0;0
11/08/2021;Burgos;0;0
11/08/2021;León;12;7
11/08/2021;Segovia;31;5
11/08/2021;Valladolid;0;0
11/08/2021;Valladolid;32;15
11/08/2021;Valladolid;0;0
10/08/2021;Burgos;45;19
10/08/2021;Burgos;0;0
10/08/2021;León;56;5
10/08/2021;Palencia;20;10
10/08/2021;Valladolid;32;16
10/08/2021;León;12;8
10/08/2021;Salamanca;53;5
10/08/2021;Valladolid;66;11
10/08/2021;Valladolid;0;0
10/08/2021;Valladolid;0;0
10/08/2021;Ávila;18;4
10/08/2021;Burgos;0;0
10/08/2021;Segovia;31;5
10/08/2021;Soria;14;4
10/08/2021;Zamora;19;3
09/08/2021;Ávila;18;4
09/08/2021;Burgos;45;17
09/08/2021;Burgos;0;0
09/08/2021;León;56;5
09/08/2021;Palencia;20;10
09/08/2021;Soria;14;4
09/08/2021;Valladolid;0;0
09/08/2021;Valladolid;0;0
09/08/2021;Burgos;0;0
09/08/2021;León;12;8
09/08/2021;Salamanca;53;4
09/08/2021;Segovia;31;6
09/08/2021;Valladolid;66;10
09/08/2021;Valladolid;32;14
09/08/2021;Zamora;19;3
08/08/2021;Ávila;18;3
08/08/2021;Burgos;45;18
08/08/2021;Segovia;31;6
08/08/2021;Valladolid;66;11
08/08/2021;Valladolid;32;13
08/08/2021;Valladolid;0;0
08/08/2021;Zamora;19;3
08/08/2021;Burgos;0;0
08/08/2021;León;56;5
08/08/2021;León;12;8
08/08/2021;Salamanca;53;4
08/08/2021;Soria;14;4
08/08/2021;Burgos;0;0
08/08/2021;Palencia;20;10
08/08/2021;Valladolid;0;0
07/08/2021;León;12;8
07/08/2021;Salamanca;53;4
07/08/2021;Segovia;31;6
07/08/2021;Burgos;45;18
07/08/2021;Burgos;0;0
07/08/2021;Palencia;20;10
07/08/2021;Valladolid;66;9
07/08/2021;Valladolid;0;0
07/08/2021;Valladolid;32;11
07/08/2021;Ávila;18;4
07/08/2021;Burgos;0;0
07/08/2021;León;56;5
07/08/2021;Soria;14;4
07/08/2021;Valladolid;0;0
07/08/2021;Zamora;19;2
06/08/2021;Burgos;0;0
06/08/2021;Burgos;0;0
06/08/2021;Palencia;20;11
06/08/2021;Soria;14;4
06/08/2021;Valladolid;66;9
06/08/2021;Valladolid;0;0
06/08/2021;León;12;7
06/08/2021;Valladolid;32;10
06/08/2021;Zamora;19;2
06/08/2021;Ávila;18;5
06/08/2021;Burgos;45;18
06/08/2021;León;76;6
06/08/2021;Salamanca;53;4
06/08/2021;Segovia;31;6
06/08/2021;Valladolid;0;0
05/08/2021;Soria;14;4
05/08/2021;Valladolid;32;9
05/08/2021;Segovia;31;6
05/08/2021;Valladolid;0;0
05/08/2021;Ávila;18;5
05/08/2021;Burgos;45;17
05/08/2021;Burgos;0;0
05/08/2021;Salamanca;53;4
05/08/2021;Valladolid;66;11
05/08/2021;Valladolid;0;0
05/08/2021;Zamora;19;3
05/08/2021;Burgos;0;0
05/08/2021;León;76;6
05/08/2021;León;12;7
05/08/2021;Palencia;20;12
04/08/2021;Burgos;45;20
04/08/2021;Salamanca;53;3
04/08/2021;Segovia;31;6
04/08/2021;Valladolid;0;0
04/08/2021;Valladolid;32;10
04/08/2021;Ávila;18;5
04/08/2021;Burgos;0;0
04/08/2021;León;76;5
04/08/2021;León;12;7
04/08/2021;Palencia;20;12
04/08/2021;Soria;14;4
04/08/2021;Zamora;19;3
04/08/2021;Burgos;0;0
04/08/2021;Valladolid;66;11
04/08/2021;Valladolid;0;0
03/08/2021;Burgos;0;0
03/08/2021;León;76;6
03/08/2021;Valladolid;0;0
03/08/2021;Palencia;20;12
03/08/2021;Burgos;45;17
03/08/2021;León;12;7
03/08/2021;Salamanca;53;3
03/08/2021;Valladolid;32;10
03/08/2021;Zamora;19;3
03/08/2021;Ávila;18;4
03/08/2021;Burgos;0;0
